Invoice ID,City,Gender,Product line,Unit price,Quantity,Total,Date,Payment,gross income,Rating
209-61-0206,Yangon,Female,Home and lifestyle,42.91,5,225.2775,1/5/2019,Ewallet,10.7275,6.1
595-27-4851,Yangon,Female,Fashion accessories,54.28,7,398.958,1/27/2019,Ewallet,18.998,9.3
189-52-0236,Yangon,Male,Electronic accessories,99.55,7,731.6925,3/14/2019,Cash,34.8425,7.6
503-07-0930,Naypyitaw,Male,Sports and travel,58.39,7,429.1665,2/23/2019,Credit card,20.4365,8.2
413-20-6708,Naypyitaw,Female,Fashion accessories,51.47,1,54.0435,3/18/2019,Ewallet,2.5735,8.5
425-85-2085,Mandalay,Male,Health and beauty,54.86,5,288.015,3/29/2019,Ewallet,13.715,9.8
521-18-7827,Naypyitaw,Male,Home and lifestyle,39.39,5,206.7975,1/22/2019,Credit card,9.8475,8.7
220-28-1851,Yangon,Male,Home and lifestyle,34.73,2,72.933,3/1/2019,Ewallet,3.473,9.7
600-38-9738,Naypyitaw,Male,Sports and travel,71.92,5,377.58,1/17/2019,Credit card,17.98,4.3
734-91-1155,Mandalay,Female,Electronic accessories,45.71,3,143.9865,3/26/2019,Credit card,6.8565,7.7
451-28-5717,Naypyitaw,Female,Home and lifestyle,83.17,6,523.971,3/20/2019,Cash,24.951,7.3
609-81-8548,Yangon,Female,Home and lifestyle,37.44,6,235.872,2/6/2019,Credit card,11.232,5.9
133-14-7229,Naypyitaw,Male,Health and beauty,62.87,2,132.027,1/1/2019,Cash,6.287,5.0
534-01-4457,Yangon,Male,Food and beverages,81.71,6,514.773,1/27/2019,Credit card,24.513,8.0
719-89-8991,Yangon,Female,Sports and travel,91.41,5,479.9025,2/25/2019,Ewallet,22.8525,7.1
286-62-6248,Mandalay,Male,Fashion accessories,39.21,4,164.682,1/16/2019,Credit card,7.842,9.0
339-38-9982,Mandalay,Male,Fashion accessories,59.86,2,125.706,1/13/2019,Ewallet,5.986,6.7
827-44-5872,Mandalay,Female,Food and beverages,54.36,10,570.78,2/7/2019,Credit card,27.18,6.1
827-77-7633,Yangon,Male,Sports and travel,98.09,9,926.9505,2/17/2019,Cash,44.1405,9.3
287-83-1405,Yangon,Male,Health and beauty,25.43,6,160.209,2/12/2019,Ewallet,7.629,7.0
435-13-4908,Yangon,Male,Fashion accessories,86.68,8,728.112,1/24/2019,Credit card,34.672,7.2
857-67-9057,Mandalay,Male,Electronic accessories,22.95,10,240.975,2/6/2019,Ewallet,11.475,8.2
236-27-1144,Naypyitaw,Female,Food and beverages,16.31,9,154.1295,3/26/2019,Ewallet,7.3395,8.4
892-05-6689,Yangon,Female,Home and lifestyle,28.32,5,148.68,3/11/2019,Ewallet,7.08,6.2
583-41-4548,Naypyitaw,Male,Home and lifestyle,16.67,7,122.5245,2/7/2019,Ewallet,5.8345,7.4
339-12-4827,Mandalay,Female,Fashion accessories,73.96,1,77.658,1/5/2019,Credit card,3.698,5.0
643-38-7867,Yangon,Male,Home and lifestyle,97.94,1,102.837,3/7/2019,Ewallet,4.897,6.9
308-81-0538,Yangon,Female,Fashion accessories,73.05,4,306.81,2/25/2019,Credit card,14.61,4.9
358-88-9262,Naypyitaw,Female,Food and beverages,87.48,6,551.124,2/1/2019,Ewallet,26.244,5.1
460-35-4390,Yangon,Male,Home and lifestyle,30.68,3,96.642,1/22/2019,Ewallet,4.602,9.1
343-87-0864,Naypyitaw,Male,Health and beauty,75.88,1,79.674,1/3/2019,Credit card,3.794,7.1
173-50-1108,Mandalay,Female,Sports and travel,20.18,4,84.756,2/13/2019,Credit card,4.036,5.0
243-47-2663,Naypyitaw,Male,Electronic accessories,18.77,6,118.251,1/28/2019,Credit card,5.631,5.5
841-18-8232,Mandalay,Female,Food and beverages,71.2,1,74.76,1/5/2019,Credit card,3.56,9.2
701-23-5550,Mandalay,Male,Home and lifestyle,38.81,4,163.002,3/19/2019,Ewallet,7.762,4.9
647-50-1224,Yangon,Female,Fashion accessories,29.42,10,308.91,1/12/2019,Ewallet,14.71,8.9
541-48-8554,Yangon,Male,Sports and travel,60.95,9,575.9775,1/7/2019,Credit card,27.4275,6.0
539-21-7227,Mandalay,Female,Sports and travel,51.54,5,270.585,1/26/2019,Cash,12.885,4.2
213-32-1216,Yangon,Female,Electronic accessories,66.06,6,416.178,1/23/2019,Cash,19.818,7.3
747-58-7183,Mandalay,Male,Fashion accessories,57.27,3,180.4005,2/9/2019,Ewallet,8.5905,6.5
582-52-8065,Mandalay,Female,Fashion accessories,54.31,9,513.2295,2/22/2019,Cash,24.4395,8.9
210-57-1719,Mandalay,Female,Health and beauty,58.24,9,550.368,2/5/2019,Cash,26.208,9.7
399-69-4630,Naypyitaw,Male,Electronic accessories,22.21,6,139.923,3/7/2019,Credit card,6.663,8.6
134-75-2619,Yangon,Male,Electronic accessories,19.32,7,142.002,3/25/2019,Cash,6.762,6.9
356-44-8813,Mandalay,Male,Home and lifestyle,37.48,3,118.062,1/20/2019,Credit card,5.622,7.7
198-66-9832,Mandalay,Female,Fashion accessories,72.04,2,151.284,2/4/2019,Cash,7.204,9.5
283-26-5248,Naypyitaw,Female,Food and beverages,98.52,10,1034.46,1/30/2019,Ewallet,49.26,4.5
712-39-0363,Yangon,Male,Food and beverages,41.66,6,262.458,1/2/2019,Ewallet,12.498,5.6
218-59-9410,Yangon,Female,Home and lifestyle,72.42,3,228.123,3/29/2019,Ewallet,10.863,8.2
174-75-0888,Mandalay,Male,Electronic accessories,21.58,9,203.931,3/14/2019,Cash,9.711,7.3
866-99-7614,Naypyitaw,Male,Food and beverages,89.2,10,936.6,2/11/2019,Credit card,44.6,4.4
134-54-4720,Mandalay,Female,Electronic accessories,42.42,8,356.328,1/30/2019,Ewallet,16.968,5.7
760-90-2357,Yangon,Male,Electronic accessories,74.51,6,469.413,3/20/2019,Ewallet,22.353,5.0
514-37-2845,Mandalay,Male,Fashion accessories,99.25,2,208.425,3/20/2019,Cash,9.925,9.0
698-98-5964,Yangon,Female,Food and beverages,81.21,10,852.705,1/17/2019,Credit card,40.605,6.3
718-57-9773,Naypyitaw,Female,Sports and travel,49.33,10,517.965,2/3/2019,Credit card,24.665,9.4
651-88-7328,Yangon,Female,Fashion accessories,65.74,9,621.243,1/1/2019,Cash,29.583,7.7
241-11-2261,Mandalay,Female,Fashion accessories,79.86,7,586.971,1/10/2019,Credit card,27.951,5.5
408-26-9866,Naypyitaw,Female,Sports and travel,73.98,7,543.753,3/2/2019,Ewallet,25.893,4.1
834-83-1826,Mandalay,Female,Home and lifestyle,82.04,5,430.71,2/25/2019,Credit card,20.51,7.6
343-61-3544,Mandalay,Male,Sports and travel,26.67,10,280.035,1/29/2019,Cash,13.335,8.6
239-48-4278,Yangon,Male,Food and beverages,10.13,7,74.4555,3/10/2019,Ewallet,3.5455,8.3
355-34-6244,Mandalay,Male,Food and beverages,72.39,2,152.019,1/13/2019,Credit card,7.239,8.1
550-84-8664,Yangon,Male,Sports and travel,85.91,5,451.0275,3/22/2019,Credit card,21.4775,8.6
339-96-8318,Mandalay,Male,Fashion accessories,81.31,7,597.6285,3/1/2019,Ewallet,28.4585,6.3
458-61-0011,Mandalay,Male,Food and beverages,60.3,4,253.26,2/20/2019,Cash,12.06,5.8
592-34-6155,Naypyitaw,Male,Food and beverages,31.77,4,133.434,1/14/2019,Ewallet,6.354,6.2
797-88-0493,Yangon,Female,Health and beauty,64.27,4,269.934,3/26/2019,Cash,12.854,7.7
207-73-1363,Mandalay,Male,Health and beauty,69.51,2,145.971,3/1/2019,Ewallet,6.951,8.1
390-31-6381,Naypyitaw,Male,Food and beverages,27.22,3,85.743,1/7/2019,Cash,4.083,7.3
443-82-0585,Yangon,Female,Health and beauty,77.68,4,326.256,2/1/2019,Cash,15.536,8.4
339-18-7061,Naypyitaw,Female,Fashion accessories,92.98,2,195.258,2/13/2019,Credit card,9.298,8.0
359-90-3665,Mandalay,Female,Fashion accessories,18.08,4,75.936,1/14/2019,Credit card,3.616,9.5
375-72-3056,Mandalay,Male,Sports and travel,63.06,3,198.639,1/19/2019,Ewallet,9.459,7.0
127-47-6963,Yangon,Male,Health and beauty,51.71,4,217.182,3/9/2019,Credit card,10.342,9.8
278-86-2735,Yangon,Female,Food and beverages,52.34,3,164.871,3/27/2019,Cash,7.851,9.2
695-28-6250,Yangon,Female,Sports and travel,43.06,5,226.065,2/4/2019,Ewallet,10.765,7.7
379-17-6588,Naypyitaw,Male,Fashion accessories,59.61,10,625.905,3/14/2019,Cash,29.805,5.3
227-50-3718,Yangon,Male,Health and beauty,14.62,5,76.755,3/4/2019,Cash,3.655,4.4
302-15-2162,Naypyitaw,Male,Health and beauty,46.53,6,293.139,3/3/2019,Credit card,13.959,4.3
788-07-8452,Naypyitaw,Female,Home and lifestyle,24.24,7,178.164,1/27/2019,Ewallet,8.484,9.4
560-49-6611,Yangon,Female,Sports and travel,45.58,1,47.859,2/7/2019,Cash,2.279,9.8
880-35-0356,Yangon,Female,Sports and travel,75.2,3,236.88,2/5/2019,Ewallet,11.28,4.8
585-11-6748,Mandalay,Male,Sports and travel,96.8,3,304.92,3/15/2019,Cash,14.52,5.3
470-31-3286,Mandalay,Male,Health and beauty,14.82,3,46.683,3/1/2019,Credit card,2.223,8.7
152-68-2907,Yangon,Male,Food and beverages,52.2,3,164.43,2/15/2019,Credit card,7.83,9.5
123-35-4896,Naypyitaw,Female,Sports and travel,46.66,9,440.937,2/17/2019,Ewallet,20.997,5.3
258-69-7810,Naypyitaw,Female,Fashion accessories,36.85,5,193.4625,1/26/2019,Cash,9.2125,9.2
334-64-2006,Yangon,Female,Home and lifestyle,70.32,2,147.672,3/24/2019,Ewallet,7.032,9.6
219-61-4139,Naypyitaw,Male,Electronic accessories,83.08,1,87.234,1/23/2019,Ewallet,4.154,6.4
881-41-7302,Naypyitaw,Female,Fashion accessories,64.99,1,68.2395,1/26/2019,Credit card,3.2495,4.5
373-09-4567,Naypyitaw,Male,Food and beverages,77.56,10,814.38,3/14/2019,Ewallet,38.78,6.9
642-30-6693,Mandalay,Female,Sports and travel,54.51,6,343.413,3/17/2019,Ewallet,16.353,7.8
484-22-8230,Naypyitaw,Female,Fashion accessories,51.89,7,381.3915,1/8/2019,Cash,18.1615,4.5
830-58-2383,Mandalay,Male,Home and lifestyle,31.75,4,133.35,2/8/2019,Cash,6.35,8.6
559-98-9873,Yangon,Female,Fashion accessories,53.65,7,394.3275,2/10/2019,Ewallet,18.7775,5.2
544-32-5024,Naypyitaw,Female,Food and beverages,49.79,4,209.118,3/28/2019,Credit card,9.958,6.4
318-12-0304,Yangon,Male,Fashion accessories,30.61,1,32.1405,1/23/2019,Ewallet,1.5305,5.2
349-97-8902,Mandalay,Male,Food and beverages,57.89,2,121.569,1/17/2019,Ewallet,5.789,8.9
421-95-9805,Yangon,Female,Electronic accessories,28.96,1,30.408,2/7/2019,Credit card,1.448,6.2
277-35-5865,Naypyitaw,Female,Food and beverages,98.97,9,935.2665,3/9/2019,Cash,44.5365,6.7
789-23-8625,Mandalay,Male,Fashion accessories,93.22,3,293.643,1/24/2019,Cash,13.983,7.2
284-54-4231,Naypyitaw,Male,Sports and travel,80.93,1,84.9765,1/19/2019,Credit card,4.0465,9.0
443-59-0061,Yangon,Male,Food and beverages,67.45,10,708.225,2/3/2019,Ewallet,33.725,4.2
509-29-3912,Yangon,Female,Sports and travel,38.72,9,365.904,3/20/2019,Ewallet,17.424,4.2
327-40-9673,Mandalay,Male,Sports and travel,72.6,6,457.38,1/13/2019,Cash,21.78,6.9
840-19-2096,Naypyitaw,Male,Electronic accessories,87.91,5,461.5275,3/14/2019,Ewallet,21.9775,4.4
828-46-6863,Yangon,Male,Food and beverages,98.53,6,620.739,1/23/2019,Credit card,29.559,4.0
641-96-3695,Naypyitaw,Female,Fashion accessories,43.46,6,273.798,2/7/2019,Ewallet,13.038,8.5
420-97-3340,Yangon,Female,Food and beverages,71.68,3,225.792,3/28/2019,Credit card,10.752,9.2
436-54-4512,Yangon,Female,Food and beverages,91.61,1,96.1905,3/20/2019,Cash,4.5805,9.8
670-79-6321,Mandalay,Female,Home and lifestyle,94.59,7,695.2365,1/17/2019,Credit card,33.1065,4.9
852-62-7105,Mandalay,Female,Fashion accessories,83.25,10,874.125,1/12/2019,Credit card,41.625,4.4
598-06-7312,Mandalay,Male,Fashion accessories,91.35,1,95.9175,2/16/2019,Cash,4.5675,6.8
135-13-8269,Mandalay,Female,Food and beverages,78.88,2,165.648,1/26/2019,Cash,7.888,9.1
816-57-2053,Yangon,Male,Sports and travel,60.87,2,127.827,3/9/2019,Ewallet,6.087,8.7
628-90-8624,Mandalay,Male,Health and beauty,82.58,10,867.09,3/14/2019,Cash,41.29,5.0
856-66-2701,Yangon,Male,Home and lifestyle,53.3,3,167.895,1/25/2019,Ewallet,7.995,7.5
308-39-1707,Yangon,Female,Fashion accessories,12.09,1,12.6945,1/26/2019,Credit card,0.6045,8.2
149-61-1929,Yangon,Male,Sports and travel,64.19,10,673.995,1/19/2019,Credit card,32.095,6.7
655-07-2265,Yangon,Male,Electronic accessories,78.31,3,246.6765,3/5/2019,Ewallet,11.7465,5.4
589-02-8023,Yangon,Male,Food and beverages,83.77,2,175.917,1/15/2019,Credit card,8.377,7.0
420-04-7590,Mandalay,Male,Home and lifestyle,99.7,3,314.055,3/18/2019,Ewallet,14.955,4.7
182-88-2763,Mandalay,Male,Food and beverages,79.91,3,251.7165,3/20/2019,Credit card,11.9865,5.0
188-55-0967,Mandalay,Male,Health and beauty,66.47,10,697.935,1/15/2019,Credit card,33.235,5.0
610-46-4100,Yangon,Male,Health and beauty,28.95,7,212.7825,3/3/2019,Credit card,10.1325,6.0
318-81-2368,Naypyitaw,Female,Electronic accessories,46.2,1,48.51,3/19/2019,Cash,2.31,6.3
364-33-8584,Mandalay,Female,Food and beverages,17.63,5,92.5575,3/8/2019,Cash,4.4075,8.5
665-63-9737,Mandalay,Male,Fashion accessories,52.42,3,165.123,2/27/2019,Ewallet,7.863,7.5
695-09-5146,Mandalay,Female,Food and beverages,98.79,3,311.1885,2/23/2019,Ewallet,14.8185,6.4
155-45-3814,Naypyitaw,Female,Electronic accessories,88.55,8,743.82,3/19/2019,Ewallet,35.42,4.7
794-32-2436,Mandalay,Male,Electronic accessories,55.67,2,116.907,3/27/2019,Ewallet,5.567,6.0
131-15-8856,Naypyitaw,Female,Food and beverages,72.52,8,609.168,3/30/2019,Credit card,29.008,4.0
273-84-2164,Naypyitaw,Male,Electronic accessories,12.05,5,63.2625,2/16/2019,Ewallet,3.0125,5.5
706-36-6154,Yangon,Male,Home and lifestyle,19.36,9,182.952,1/18/2019,Ewallet,8.712,8.7
778-89-7974,Naypyitaw,Male,Health and beauty,70.21,6,442.323,3/30/2019,Cash,21.063,7.4
574-31-8277,Mandalay,Male,Fashion accessories,33.63,1,35.3115,3/20/2019,Cash,1.6815,5.6
859-71-0933,Naypyitaw,Female,Sports and travel,15.49,2,32.529,1/16/2019,Cash,1.549,6.3
740-11-5257,Naypyitaw,Male,Electronic accessories,24.74,10,259.77,2/24/2019,Cash,12.37,7.1
369-82-2676,Mandalay,Male,Electronic accessories,75.66,5,397.215,1/15/2019,Ewallet,18.915,7.8
563-47-4072,Mandalay,Female,Health and beauty,55.81,6,351.603,1/22/2019,Cash,16.743,9.9
742-04-5161,Yangon,Male,Home and lifestyle,72.78,10,764.19,2/3/2019,Cash,36.39,7.3
149-15-7606,Mandalay,Male,Sports and travel,37.32,9,352.674,3/6/2019,Ewallet,16.794,5.1
133-77-3154,Mandalay,Male,Fashion accessories,60.18,4,252.756,2/16/2019,Credit card,12.036,9.4
169-52-4504,Yangon,Female,Electronic accessories,15.69,3,49.4235,3/14/2019,Credit card,2.3535,5.8
250-81-7186,Naypyitaw,Female,Electronic accessories,99.69,1,104.6745,2/27/2019,Credit card,4.9845,8.0
562-12-5430,Yangon,Female,Fashion accessories,88.15,3,277.6725,1/18/2019,Ewallet,13.2225,7.9
816-72-8853,Yangon,Female,Sports and travel,27.93,5,146.6325,1/29/2019,Cash,6.9825,5.9
491-38-3499,Yangon,Male,Fashion accessories,55.45,1,58.2225,2/26/2019,Credit card,2.7725,4.9
322-02-2271,Mandalay,Female,Sports and travel,42.97,3,135.3555,2/3/2019,Cash,6.4455,9.3
842-29-4695,Naypyitaw,Male,Sports and travel,17.14,7,125.979,1/16/2019,Credit card,5.999,7.9
725-67-2480,Mandalay,Female,Fashion accessories,58.75,6,370.125,3/24/2019,Credit card,17.625,5.9
641-51-2661,Naypyitaw,Female,Food and beverages,87.1,10,914.55,2/12/2019,Credit card,43.55,9.9
714-02-3114,Naypyitaw,Female,Sports and travel,98.8,2,207.48,2/21/2019,Cash,9.88,7.7
518-17-2983,Yangon,Female,Fashion accessories,48.63,4,204.246,2/4/2019,Ewallet,9.726,7.6
779-42-2410,Mandalay,Male,Food and beverages,57.74,3,181.881,2/20/2019,Ewallet,8.661,7.7
190-14-3147,Mandalay,Female,Health and beauty,17.97,4,75.474,2/23/2019,Ewallet,3.594,6.4
408-66-6712,Naypyitaw,Female,Health and beauty,47.71,6,300.573,2/16/2019,Ewallet,14.313,4.4
679-22-6530,Mandalay,Female,Sports and travel,40.62,2,85.302,1/17/2019,Credit card,4.062,4.1
588-47-8641,Yangon,Male,Fashion accessories,56.04,10,588.42,1/14/2019,Ewallet,28.02,4.4
642-61-4706,Mandalay,Male,Food and beverages,93.4,2,196.14,3/30/2019,Cash,9.34,5.5
576-31-4774,Mandalay,Female,Health and beauty,73.41,3,231.2415,3/2/2019,Ewallet,11.0115,4.0
556-41-6224,Naypyitaw,Male,Health and beauty,33.64,8,282.576,2/15/2019,Credit card,13.456,9.3
811-03-8790,Yangon,Female,Electronic accessories,45.48,10,477.54,3/1/2019,Credit card,22.74,4.8
242-11-3142,Mandalay,Male,Fashion accessories,83.77,2,175.917,2/24/2019,Cash,8.377,4.6
752-23-3760,Mandalay,Female,Sports and travel,64.08,7,470.988,2/19/2019,Credit card,22.428,7.3
274-05-5470,Yangon,Female,Food and beverages,73.47,4,308.574,2/23/2019,Cash,14.694,6.0
648-94-3045,Naypyitaw,Male,Health and beauty,58.95,10,618.975,2/7/2019,Ewallet,29.475,8.1
130-67-4723,Yangon,Male,Food and beverages,48.5,6,305.55,1/11/2019,Ewallet,14.55,9.4
528-87-5606,Mandalay,Female,Electronic accessories,39.48,1,41.454,2/12/2019,Cash,1.974,6.5
320-85-2052,Mandalay,Female,Sports and travel,34.81,1,36.5505,1/14/2019,Credit card,1.7405,7.0
370-96-0655,Naypyitaw,Female,Fashion accessories,49.32,6,310.716,1/9/2019,Ewallet,14.796,7.1
105-10-6182,Yangon,Male,Fashion accessories,21.48,2,45.108,2/27/2019,Ewallet,2.148,6.6
510-79-0415,Mandalay,Female,Sports and travel,23.08,6,145.404,1/24/2019,Ewallet,6.924,4.9
241-96-5076,Mandalay,Female,Home and lifestyle,49.1,2,103.11,1/8/2019,Credit card,4.91,6.4
767-97-4650,Mandalay,Female,Sports and travel,64.83,2,136.143,1/8/2019,Credit card,6.483,8.0
648-83-1321,Yangon,Male,Home and lifestyle,63.56,10,667.38,1/16/2019,Cash,31.78,4.3
173-57-2300,Naypyitaw,Male,Sports and travel,72.88,2,153.048,3/13/2019,Cash,7.288,6.1
305-03-2383,Yangon,Female,Food and beverages,67.1,3,211.365,2/15/2019,Cash,10.065,7.5
394-55-6384,Naypyitaw,Female,Sports and travel,70.19,9,663.2955,1/25/2019,Cash,31.5855,6.7
266-20-6657,Naypyitaw,Male,Food and beverages,55.04,7,404.544,3/12/2019,Ewallet,19.264,5.2
689-05-1884,Yangon,Male,Health and beauty,48.63,10,510.615,3/4/2019,Cash,24.315,8.8
196-01-2849,Naypyitaw,Female,Fashion accessories,73.38,7,539.343,2/10/2019,Cash,25.683,9.5
372-62-5264,Naypyitaw,Female,Food and beverages,52.6,9,497.07,1/16/2019,Cash,23.67,7.6
800-09-8606,Yangon,Female,Home and lifestyle,87.37,5,458.6925,1/29/2019,Cash,21.8425,6.6
182-52-7000,Yangon,Female,Sports and travel,27.04,4,113.568,1/1/2019,Ewallet,5.408,6.9
826-58-8051,Mandalay,Male,Home and lifestyle,62.19,4,261.198,1/6/2019,Ewallet,12.438,4.3
868-06-0466,Yangon,Male,Electronic accessories,69.58,9,657.531,2/19/2019,Credit card,31.311,7.8
751-41-9720,Naypyitaw,Male,Home and lifestyle,97.5,10,1023.75,1/12/2019,Ewallet,48.75,8.0
626-43-7888,Naypyitaw,Female,Fashion accessories,60.41,8,507.444,2/7/2019,Ewallet,24.164,9.6
176-64-7711,Mandalay,Male,Food and beverages,32.32,3,101.808,3/27/2019,Credit card,4.848,4.3
191-29-0321,Mandalay,Female,Fashion accessories,19.77,10,207.585,2/27/2019,Credit card,9.885,5.0
729-06-2010,Mandalay,Male,Health and beauty,80.47,9,760.4415,1/6/2019,Cash,36.2115,9.2
640-48-5028,Mandalay,Female,Home and lifestyle,88.39,9,835.2855,3/2/2019,Cash,39.7755,6.3
186-79-9562,Mandalay,Male,Health and beauty,71.77,7,527.5095,3/29/2019,Cash,25.1195,8.9
834-45-5519,Mandalay,Female,Electronic accessories,43.0,4,180.6,1/31/2019,Ewallet,8.6,7.6
162-65-8559,Naypyitaw,Male,Food and beverages,68.98,1,72.429,1/21/2019,Cash,3.449,4.8
760-27-5490,Naypyitaw,Male,Fashion accessories,15.62,8,131.208,1/20/2019,Ewallet,6.248,9.1
445-30-9252,Yangon,Male,Sports and travel,25.7,3,80.955,1/17/2019,Ewallet,3.855,6.1
786-94-2700,Yangon,Male,Food and beverages,80.62,6,507.906,2/28/2019,Cash,24.186,9.1
728-88-7867,Naypyitaw,Female,Home and lifestyle,75.53,4,317.226,3/19/2019,Ewallet,15.106,8.3
183-21-3799,Naypyitaw,Female,Electronic accessories,77.63,9,733.6035,2/19/2019,Ewallet,34.9335,7.2
268-20-3585,Naypyitaw,Female,Health and beauty,13.85,9,130.8825,2/4/2019,Ewallet,6.2325,6.0
735-32-9839,Naypyitaw,Male,Fashion accessories,98.7,8,829.08,1/31/2019,Ewallet,39.48,8.5
258-92-7466,Yangon,Female,Health and beauty,35.68,5,187.32,2/6/2019,Credit card,8.92,6.6
857-16-3520,Yangon,Female,Fashion accessories,71.46,7,525.231,3/28/2019,Ewallet,25.011,4.5
482-17-1179,Yangon,Male,Electronic accessories,11.94,3,37.611,1/19/2019,Credit card,1.791,8.1
788-21-5741,Yangon,Male,Fashion accessories,45.38,3,142.947,2/17/2019,Credit card,6.807,7.2
821-14-9046,Mandalay,Female,Fashion accessories,17.48,6,110.124,1/18/2019,Credit card,5.244,6.1
418-05-0656,Mandalay,Female,Fashion accessories,25.56,7,187.866,2/2/2019,Cash,8.946,7.1
678-79-0726,Naypyitaw,Female,Sports and travel,90.63,9,856.4535,1/18/2019,Cash,40.7835,5.1
776-68-1096,Mandalay,Male,Home and lifestyle,44.12,3,138.978,3/18/2019,Credit card,6.618,7.9
592-46-1692,Naypyitaw,Female,Food and beverages,36.77,7,270.2595,1/11/2019,Cash,12.8695,7.4
434-35-9162,Mandalay,Male,Food and beverages,23.34,4,98.028,2/4/2019,Ewallet,4.668,7.4
149-14-0304,Naypyitaw,Female,Health and beauty,28.5,8,239.4,2/6/2019,Cash,11.4,6.6
442-44-6497,Naypyitaw,Male,Home and lifestyle,55.57,3,175.0455,1/8/2019,Credit card,8.3355,5.9
174-64-0215,Mandalay,Male,Sports and travel,69.74,10,732.27,3/5/2019,Credit card,34.87,8.9
210-74-9613,Naypyitaw,Male,Fashion accessories,97.26,4,408.492,3/16/2019,Ewallet,19.452,6.8
299-29-0180,Mandalay,Female,Home and lifestyle,52.18,7,383.523,3/9/2019,Cash,18.263,9.3
247-11-2470,Yangon,Female,Fashion accessories,22.32,4,93.744,3/1/2019,Credit card,4.464,4.4
635-28-5728,Yangon,Male,Health and beauty,56.0,3,176.4,2/28/2019,Ewallet,8.4,4.8
756-49-0168,Yangon,Male,Fashion accessories,19.7,1,20.685,2/8/2019,Ewallet,0.985,9.5
438-23-1242,Mandalay,Male,Electronic accessories,75.88,7,557.718,1/24/2019,Ewallet,26.558,8.9
238-45-6950,Mandalay,Male,Food and beverages,53.72,1,56.406,3/1/2019,Ewallet,2.686,6.4
607-65-2441,Naypyitaw,Male,Health and beauty,81.95,10,860.475,3/10/2019,Credit card,40.975,6.0
386-27-7606,Naypyitaw,Female,Home and lifestyle,81.2,7,596.82,3/23/2019,Credit card,28.42,8.1
137-63-5492,Naypyitaw,Male,Electronic accessories,58.76,10,616.98,1/29/2019,Ewallet,29.38,9.0
197-77-7132,Mandalay,Male,Electronic accessories,91.56,8,769.104,1/12/2019,Ewallet,36.624,6.0
805-86-0265,Yangon,Male,Home and lifestyle,93.96,9,887.922,3/20/2019,Cash,42.282,9.8
733-29-1227,Naypyitaw,Male,Home and lifestyle,55.61,7,408.7335,3/23/2019,Cash,19.4635,8.5
451-73-2711,Naypyitaw,Male,Food and beverages,84.83,1,89.0715,1/14/2019,Ewallet,4.2415,8.8
373-14-0504,Yangon,Female,Sports and travel,71.63,2,150.423,2/12/2019,Ewallet,7.163,8.8
546-80-2899,Yangon,Male,Home and lifestyle,37.69,2,79.149,2/20/2019,Ewallet,3.769,9.5
345-68-9016,Naypyitaw,Female,Sports and travel,31.67,8,266.028,1/2/2019,Credit card,12.668,5.6
390-17-5806,Naypyitaw,Female,Food and beverages,38.42,1,40.341,2/2/2019,Cash,1.921,8.6
457-13-1708,Mandalay,Male,Fashion accessories,65.23,10,684.915,1/8/2019,Credit card,32.615,5.2
664-14-2882,Naypyitaw,Female,Home and lifestyle,10.53,5,55.2825,1/30/2019,Credit card,2.6325,5.8
487-79-6868,Mandalay,Female,Home and lifestyle,12.29,9,116.1405,3/26/2019,Credit card,5.5305,8.0
314-23-4520,Naypyitaw,Male,Health and beauty,81.23,7,597.0405,1/15/2019,Cash,28.4305,9.0
210-30-7976,Mandalay,Female,Fashion accessories,22.32,4,93.744,3/14/2019,Ewallet,4.464,4.1
585-86-8361,Yangon,Female,Food and beverages,27.28,5,143.22,2/3/2019,Credit card,6.82,8.6
807-14-7833,Yangon,Female,Electronic accessories,17.42,10,182.91,2/22/2019,Ewallet,8.71,7.0
775-72-1988,Mandalay,Male,Home and lifestyle,73.28,5,384.72,1/24/2019,Ewallet,18.32,8.4
288-38-3758,Naypyitaw,Female,Fashion accessories,84.87,3,267.3405,1/25/2019,Ewallet,12.7305,7.4
652-43-6591,Yangon,Female,Fashion accessories,97.29,8,817.236,3/9/2019,Credit card,38.916,6.2
785-96-0615,Mandalay,Female,Electronic accessories,35.74,8,300.216,2/17/2019,Ewallet,14.296,4.9
406-46-7107,Yangon,Female,Home and lifestyle,96.52,6,608.076,1/11/2019,Cash,28.956,4.5
250-17-5703,Yangon,Male,Food and beverages,18.85,10,197.925,2/27/2019,Ewallet,9.425,5.6
156-95-3964,Yangon,Female,Food and beverages,55.39,4,232.638,3/25/2019,Ewallet,11.078,8.0
842-40-8179,Mandalay,Female,Food and beverages,77.2,10,810.6,2/11/2019,Credit card,38.6,5.6
525-09-8450,Mandalay,Male,Electronic accessories,72.13,10,757.365,1/31/2019,Credit card,36.065,4.2
410-67-1709,Yangon,Female,Fashion accessories,63.88,8,536.592,1/20/2019,Ewallet,25.552,9.9
587-73-4862,Yangon,Female,Health and beauty,10.69,5,56.1225,3/26/2019,Ewallet,2.6725,7.6
787-87-2010,Yangon,Male,Health and beauty,55.5,4,233.1,1/20/2019,Credit card,11.1,6.6
593-14-4239,Mandalay,Female,Home and lifestyle,95.46,8,801.864,3/5/2019,Ewallet,38.184,4.7
